BrentOilPrice,FuelPrice,USD/TRY
57.68,6.52,8.16
56.89,6.52,8.14
57,6.52,8.17
57.46,6.52,8.16
57.46,6.52,8.16
57.46,6.52,8.16
57.83,6.52,8.12
59.08,6.52,8.08
58.76,6.52,8.02
58.53,6.52,8.07
58.54,6.52,8.1
58.54,6.52,8.1
58.54,6.52,8.1
57.97,6.52,8.12
57.49,6.52,8.19
57.98,6.52,8.32
58.51,6.52,8.39
58.63,6.52,8.28
58.63,6.52,8.28
58.63,6.52,8.28
59.25,6.52,8.22
59.63,6.52,8.2
60.12,6.52,8.22
59.14,6.52,8.29
59.69,6.52,8.25
59.69,6.52,8.25
59.69,6.52,8.25
60.53,6.52,8.33
60.75,6.52,8.33
60.71,6.52,8.28
61.08,6.52,8.24
61.31,6.52,8.28
61.31,6.52,8.28
61.31,6.52,8.28
61.76,6.52,8.28
62.3,6.52,8.43
60.48,6.52,8.51
61,6.52,8.45
61.09,6.52,8.31
61.09,6.52,8.31
61.09,6.52,8.31
60.97,6.52,8.36
59.64,6.52,8.41
59.12,7.32,8.38
59.9,7.32,8.42
61.08,7.32,8.39
61.08,7.32,8.39
61.08,7.32,8.39
61.03,7.32,8.47
61.14,7.32,8.46
61.25,7.32,8.5
60.88,7.32,8.56
61.25,7.3,8.49
61.25,7.3,8.49
61.25,7.3,8.49
61.78,7.3,8.54
62.21,7.3,8.59
62.16,7.3,8.7
62.56,7.3,8.67
62.7,7.3,8.61
62.7,7.3,8.61
62.7,7.3,8.61
63.15,7.3,8.61
63.1,7.3,8.59
63.13,7.3,8.43
63.14,7.3,8.39
63.05,7.3,8.47
63.05,7.3,8.47
63.05,7.3,8.47
63.4,7.3,8.56
63.6,7.3,8.61
62.51,7.3,8.72
62.84,7.3,8.74
63.54,7.3,8.77
63.54,7.3,8.77
63.54,7.3,8.77
63.85,7.3,8.65
64.19,7.3,8.64
64.41,7.32,8.71
64.62,7.32,8.77
63.96,7.32,8.69
63.96,7.32,8.69
63.96,7.32,8.69
64.05,7.32,8.74
63.88,7.32,8.71
64.45,7.32,8.67
64.76,7.32,8.69
64.93,7.32,8.67
64.93,7.32,8.67
64.93,7.32,8.67
63.12,7.32,8.69
62.35,7.32,8.69
62.69,7.32,8.69
63.74,7.32,8.66
63.85,7.32,8.64
63.85,7.32,8.64
63.85,7.32,8.64
65,7.32,8.63
63.94,7.32,8.59
63.56,7.32,8.57
64.09,7.32,8.53
60.68,7.32,8.59
60.68,7.32,8.59
60.68,7.32,8.59
60.81,7.32,8.58
62.76,7.32,8.57
63.24,7.32,8.56
63.21,7.32,8.55
63.16,7.32,8.56
63.16,7.32,8.56
63.16,7.32,8.56
63.16,7.32,8.56
63.77,7.32,8.55
64.7,7.32,8.46
64.7,7.32,8.45
63.13,7.32,8.35
63.13,7.32,8.35
63.13,7.32,8.35
63.18,7.37,8.41
62.34,7.37,8.48
63.13,7.37,8.53
63.2,7.37,8.63
62.15,7.37,8.66
62.15,7.37,8.66
62.15,7.37,8.66
63.09,7.34,8.61
63.72,7.34,8.63
63.66,7.34,8.56
63.31,7.34,8.52
62.77,7.34,8.46
62.77,7.34,8.46
62.77,7.34,8.46
62.05,7.34,8.43
61.55,7.34,8.46
60.4,7.34,8.53
59.28,7.34,8.5
61.66,7.34,8.43
61.66,7.34,8.43
61.66,7.34,8.43
62.8,7.34,8.41
63.18,7.34,8.38
62.6,7.34,8.39
63.55,7.34,8.35
63.51,7.34,8.38
63.51,7.34,8.38
63.51,7.34,8.38
63.23,7.34,8.32
63.42,7.34,8.3
64.16,7.34,8.28
64.02,7.34,8.32
64.11,7.34,8.28
64.11,7.34,8.28
64.11,7.34,8.28
63.86,7.34,8.35
63.89,7.34,8.47
63.29,7.34,8.44
64.32,7.34,8.47
64.62,7.34,8.43
64.62,7.34,8.43
64.62,7.34,8.43
64.57,7.34,8.44
65.2,7.34,8.44
65.25,7.37,8.53
64.7,7.37,8.64
63.65,7.37,8.67
63.65,7.37,8.67
63.65,7.37,8.67
64.15,7.37,8.63
64.86,7.37,8.66
65.58,7.37,8.77
65.9,7.37,8.89
67.29,7.37,8.82
67.29,7.37,8.82
67.29,7.37,8.82
67.17,7.37,8.87
67.39,7.37,8.92
67.13,7.37,8.89
68.14,7.37,8.86
69.13,7.37,8.86
69.13,7.37,8.86
69.13,7.37,8.86
69.87,7.37,8.87
68.5,7.37,8.88
69.14,7.37,8.88
69.43,7.6,8.97
70.49,7.6,9
70.49,7.6,9
70.49,7.6,9
70.8,7.6,9.04
70.95,7.6,9.09
71.24,7.6,9.19
71.2,7.6,9.26
70.85,8.01,9.33
70.85,8.01,9.33
70.85,8.01,9.33
70.96,8.24,9.3
71.86,8.24,9.22
70.92,8.26,9.52
70.93,8.26,9.61
71.7,8.26,9.59
71.7,8.26,9.59
71.7,8.26,9.59
71.7,8.26,9.54
70.81,8.26,9.5
70.53,8.26,9.54
70,8.26,9.61
70.35,8.26,9.54
70.35,8.26,9.54
70.35,8.26,9.54
70.47,8.26,9.6
69.42,8.26,9.64
70.09,8.26,9.7
71.55,8.26,9.69
72.07,8.26,9.69
72.07,8.26,9.69
72.07,8.26,9.69
72.36,8.26,9.74
71.18,8.26,9.85
71.69,8.26,9.91
71.14,8.26,10
71.28,8.26,10.06
71.28,8.26,10.06
71.28,8.26,10.06
71.52,8.26,10.32
70.58,8.26,10.63
71.09,8.26,11.06
69.5,8.26,11.29
70.24,8.76,11.39
70.24,8.76,11.39
70.24,8.76,11.39
71.77,8.76,12.82
71.59,8.76,11.95
72.01,9.85,11.99
65.48,9.85,12.34
67.09,9.85,12.82
67.09,9.85,12.82
67.09,9.85,12.82
63.9,9.85,13.48
64.08,9.41,13.25
64.78,9.41,13.68
65.35,9.41,13.7
67.42,9.41,13.8
67.42,9.41,13.8
67.42,9.41,13.8
69.41,9.41,13.49
70.09,10.06,13.68
69.14,10.38,13.79
69.33,10.41,13.88
69.06,10.41,13.82
69.06,10.41,13.82
69.06,10.41,13.82
68.7,10.41,14.39
68.27,10.41,14.81
68.51,10.41,15.67
67.26,10.41,16.41
66.11,11.55,13.33
66.11,11.55,13.33
66.11,11.55,13.33
67.8,11.55,12.49
67.88,11.55,12.04
68.79,11.55,11.36
67.7,11.55,10.64
70.08,11.5,11.52
70.08,11.5,11.52
70.08,11.5,11.52
70.25,11.5,11.79
70.83,11.5,12.64
71.06,11.5,13.15
69.64,11.5,13.3
70.79,12.81,13.13
70.79,12.81,13.13
70.79,12.81,13.13
71.68,12.81,13.41
71.58,12.84,13.67
72.03,12.84,13.86
71.94,12.84,13.87
71.43,13.78,13.81
71.43,13.78,13.81
71.43,13.78,13.81
73.04,13.78,13.8
73.29,13.78,13.28
73.17,13.78,13.59
74.06,13.78,13.53
74.4,13.78,13.44
74.4,13.78,13.44
74.4,13.78,13.44
75.1,13.78,13.53
75.45,14.3,13.43
75.96,14.36,13.35
75.74,14.36,13.45
74.83,14.36,13.45
74.83,14.36,13.45
74.83,14.36,13.45
75.88,14.36,13.48
76.48,14.36,13.58
75.91,14.36,13.61
75.74,14.36,13.55
76.13,14.36,13.3
76.13,14.36,13.3
76.13,14.36,13.3
76.17,14.36,13.38
76.57,14.68,13.46
77.63,14.68,13.57
78.41,14.68,13.55
78.77,14.68,13.6
78.77,14.68,13.6
78.77,14.68,13.6
77.84,15.48,13.57
78.98,15.48,13.54
79.04,15.51,13.5
80.05,15.51,13.49
80.54,15.51,13.6
80.54,15.51,13.6
80.54,15.51,13.6
78.26,15.51,13.6
78.99,15.51,13.6
78.5,15.51,13.58
79.04,15.51,13.66
80.16,15.51,13.69
80.16,15.59,13.69
80.16,15.59,13.69
80.35,15.59,13.79
81.2,15.56,13.82
80.32,15.56,14.04
79.33,15.56,13.82
79.96,17.07,13.85
79.96,17.07,13.85
79.96,17.07,13.85
81.62,16.14,13.91
85.12,16.14,14.02
85.76,17.65,14.12
91.29,18.98,14.2
92.3,19.86,14.39
92.3,19.86,14.39
92.3,19.86,14.39
91.08,21.3,14.5
83.18,22.89,14.66
83.93,22.92,14.84
86.92,22.92,14.77
83.85,22.96,14.81
83.85,22.96,14.81
83.85,22.96,14.81
82.78,20.58,14.7
81.13,19.79,14.62
85.24,18.78,14.7
85.95,18.78,14.81
88.49,20.74,14.83
88.49,20.74,14.83
88.49,20.74,14.83
88.05,20.74,14.82
89.8,22.33,14.84
87.82,22.33,14.82
89.08,23.7,14.84
85.79,23.7,14.82
85.79,23.7,14.82
85.79,23.7,14.82
85.72,23.7,14.59
87.88,22.15,14.65
87.39,21.27,14.67
89.49,21.27,14.69
91.44,21.33,14.69
91.44,21.33,14.69
91.44,21.33,14.69
90.68,21.33,14.72
88.63,21.33,14.71
89.31,21.33,14.74
90.2,21.33,14.75
88.79,21.33,14.67
88.79,21.33,14.67
88.79,21.33,14.67
91.01,20.29,14.6
92.65,20.29,14.6
92.73,20.29,14.61
92.5,22.09,14.64
92.5,22.09,14.64
92.5,22.09,14.64
92.5,22.09,14.64
88.87,22.09,14.66
89.4,22.09,14.67
90.74,22.09,14.71
88.69,22.09,14.74
86.89,22.11,14.78
86.89,22.11,14.78
86.89,22.11,14.78
87.59,22.11,14.8
87.47,22.11,14.81
87.63,22.11,14.79
86.85,22.11,14.85
87.48,22.11,14.89
87.48,22.11,14.89
87.48,22.11,14.89
86.92,22.11,14.82
89.74,22.11,14.74
89.89,22.11,14.86
90.73,22.11,14.95
87.3,22.11,15.08
87.3,22.11,15.08
87.3,22.11,15.08
86.02,22.11,15.25
89.81,22.11,15.32
89.28,22.11,15.38
90.63,22.14,15.48
91.02,22.14,15.55
91.02,22.14,15.55
91.02,22.14,15.55
90.21,22.14,15.84
88.32,22.14,15.95
89.89,22.14,15.89
89.49,22.14,15.91
90.42,22.14,15.92
90.42,22.14,15.92
90.42,22.14,15.92
90.81,22.14,16.09
91.34,22.14,16.35
92.47,22.14,16.35
92.9,23.52,16.22
93.45,24.49,16.39
93.45,24.49,16.39
93.45,24.49,16.39
92.23,24.51,16.4
92.95,24.51,16.4
94.24,25.99,16.47
95.19,25.99,16.45
95.11,25.99,16.58
95.11,25.99,16.58
95.11,25.99,16.58
96.98,25.99,16.76
98.8,27.92,17.15
99.2,27.92,17.12
98.1,27.94,17.11
98.52,27.94,17.26
98.52,27.94,17.26
98.52,27.94,17.26
97.22,27.94,17.27
96.12,27.94,17.24
97.19,29.2,17.3
93.1,30.04,17.33
93.8,30.04,17.33
93.8,30.04,17.33
93.8,30.04,17.33
93.4,30.04,17.33
91.52,30.04,17.34
88.4,30.04,17.35
90.25,30.04,16.93
91.64,30.04,16.56
91.64,30.04,16.56
91.64,30.04,16.56
94.15,30.04,16.67
92.77,27.54,16.63
89.43,26.7,16.7
90.05,26.7,16.75
91.35,26.7,16.81
91.35,26.7,16.81
91.35,26.7,16.81
83.23,26.74,17.01
82.86,26.74,17.22
85.31,26.74,17.27
87.14,24.65,17.26
88.4,25.5,17.38
88.4,25.5,17.38
88.4,25.5,17.38
83.71,25.5,17.31
84.3,25.5,17.43
82.76,25.5,17.44
83.92,25.5,17.36
87.2,25.5,17.46
87.2,25.5,17.46
87.2,25.5,17.46
87.59,25.5,17.56
87.63,25.5,17.6
86.12,25.5,17.7
85.34,25.5,17.73
87.11,25.5,17.8
87.11,25.5,17.8
87.11,25.5,17.8
87.01,24.58,17.86
89.05,24.58,17.89
88.54,24.6,17.92
90.07,24.6,17.92
87.97,24.6,17.9
87.97,24.6,17.9
87.97,24.6,17.9
89.19,24.6,17.95
87.29,24.6,17.94
84.66,24.6,17.92
84.92,24.6,17.92
86.98,23.45,17.94
86.98,23.45,17.94
86.98,23.45,17.94
86.7,23.47,17.89
88.19,22.47,17.85
89.33,23.28,17.95
88.36,23.28,17.95
86.89,23.28,17.95
86.89,23.28,17.95
86.89,23.28,17.95
85.45,23.28,17.93
86.14,23.28,17.95
87.09,24.05,18.06
87.63,24.05,18.1
87.51,25.13,18.07
87.51,25.13,18.07
87.51,25.13,18.07
89.32,25.13,18.11
89.51,25.13,18.15
87.8,26.08,18.17
87.55,26.95,18.16
89.26,26.98,18.18
89.26,26.98,18.18
89.26,26.98,18.18
86.42,26.98,18.18
85.51,26.98,18.19
83.23,26.98,18.21
83.28,26.98,18.19
84.31,24.55,18.22
84.31,24.55,18.22
84.31,24.55,18.22
83.47,25.29,18.22
79.92,26.06,18.22
80.37,24.92,18.23
83.06,24.92,18.22
84.21,24.92,18.22
84.21,24.92,18.22
84.21,24.92,18.22
83.6,24.92,18.25
83.99,24.92,18.23
80.82,24.92,18.26
80.82,24.92,18.26
81.13,24.92,18.29
81.13,24.92,18.29
81.13,24.92,18.29
79.75,23.16,18.31
79.2,23.16,18.33
79.9,23.16,18.34
76.46,23.16,18.41
74.63,23.16,18.45
74.63,23.16,18.45
74.63,23.16,18.45
75.44,23.19,18.44
77.76,23.22,18.51
76.82,23.22,18.5
75.24,23.24,18.53
77.66,23.24,18.52
77.66,23.24,18.52
77.66,23.24,18.52
80.02,23.24,18.58
81.88,24.34,18.57
82.93,25.72,18.57
85.01,27.25,18.57
83.83,27.25,18.57
83.83,27.25,18.57
83.83,27.25,18.57
82.06,28.63,18.56
80.75,28.63,18.55
82.39,26.5,18.55
80.33,26.53,18.49
80.75,27.52,18.58
80.75,27.52,18.58
80.75,27.52,18.58
80.38,27.52,18.58
81.4,27.52,18.58
80.81,27.52,18.6
81.21,27.52,18.59
81.35,26.48,18.57
81.35,26.48,18.57
81.35,26.48,18.57
82.25,26.48,18.61
83.7,26.48,18.61
84.5,26.48,18.6
83.27,26.48,18.59
82.76,26.48,18.61
82.76,26.48,18.61
82.76,26.48,18.61
83.88,26.51,18.58
85.56,26.51,18.62
84.44,26.51,18.62
87.35,26.51,18.57
87.08,26.51,18.45
87.08,26.51,18.45
87.08,26.51,18.45
85.43,26.49,18.53
83.11,26.49,18.59
83.43,26.49,18.49
85.3,26.49,18.58
83.9,26.49,18.59
83.9,26.49,18.59
83.9,26.49,18.59
85.3,24.93,18.61
83.95,24.93,18.61
82.32,24.93,18.57
81.64,24.93,18.62
82.24,24.93,18.62
82.24,24.93,18.62
82.24,24.93,18.62
82.56,24.96,18.62
81.41,24.96,18.62
81.74,24.01,18.62
80.41,24.01,18.6
80.87,24.01,18.63
80.87,24.01,18.63
80.87,24.01,18.63
81.49,23.19,18.64
83.97,22.64,18.62
83.74,22.64,18.63
83.22,22.64,18.64
81.13,23.8,18.64
81.13,23.8,18.64
81.13,23.8,18.64
78.63,23.13,18.63
76.91,23.13,18.64
76.11,21.24,18.64
76.12,21.29,18.65
77.48,21.29,18.64
77.48,21.29,18.64
77.48,21.29,18.64
78.93,21.29,18.62
80.22,21.29,18.63
78.59,21.29,18.64
77.39,21.29,18.69
77.6,22.99,18.65
77.6,22.99,18.65
77.6,22.99,18.65
78.23,22.25,18.66
79.6,22.25,18.67
78.69,22.25,18.67
81.37,22.27,18.66
81.64,22.27,18.68
81.64,22.27,18.68
81.64,22.27,18.68
81.64,22.3,18.7
81.06,22.3,18.71
80.2,22.3,18.71
82.09,22.3,18.71
82.09,22.3,18.72
82.09,22.31,18.72
82.09,22.31,18.72
79.45,22.32,18.72
76.52,22.32,18.75
77.22,22.32,18.76
77.3,22.35,18.72
78.48,22.35,18.75
78.48,22.35,18.75
78.48,22.35,18.75
78.57,22.34,18.78
80.54,22.34,18.78
81.59,22.34,18.78
82.72,22.34,18.79
81.92,22.37,18.79
81.92,22.37,18.79
81.92,22.37,18.79
82.97,22.37,18.75
82.54,23.42,18.76
83.43,23.42,18.76
84.53,23.45,18.77
85.08,23.45,18.81
85.08,23.45,18.81
85.08,23.45,18.81
83.55,23.49,18.8
83.32,23.49,18.8
83.98,24.31,18.8
82.74,23.7,18.81
81.12,23.73,18.79
81.12,23.73,18.79
81.12,23.73,18.79
82.3,23.73,18.81
80.01,23.73,18.8
79.75,22.73,18.81
77.41,22.13,18.83
78.36,21.45,18.82
78.36,21.45,18.82
78.36,21.45,18.82
80.6,21.45,18.82
81.7,20.29,18.83
81.06,20.29,18.83
82.68,20.29,18.81
83.03,20.29,18.84
83.03,20.29,18.84
83.03,20.29,18.84
82.4,21.56,18.84
82.15,21.56,18.85
81.98,21.56,18.85
80.13,21.56,18.83
81.2,21.59,18.88
81.2,21.59,18.88
81.2,21.59,18.88
80.27,21.59,18.87
78.43,21.63,18.85
79.57,21.63,18.85
80.21,21,18.87
79.39,21,18.88
79.39,21,18.88
79.39,21,18.88
80.41,21,18.88
81.22,21.05,18.88
81.64,21.05,18.86
82.83,21.05,18.8
83.25,21.95,18.9
83.25,21.95,18.9
83.25,21.95,18.9
80.76,21.95,18.92
80.16,21.95,18.94
79.08,22.01,18.81
80.04,22.01,18.97
78.36,22.01,18.97
78.36,22.01,18.97
78.36,22.01,18.97
75.43,22.01,18.97
72.06,21.34,18.99
73.03,21.34,19
71.81,20.01,19.01
72.66,20.01,19.01
72.66,20.01,19.01
72.66,20.01,19.01
73.81,20.89,19.03
75.03,20.89,19.04
74.32,20.89,19.04
73.54,20.89,19.07
76.54,20.92,19.09
76.54,20.92,19.09
76.54,20.92,19.09
76.74,20.92,19.12
76.24,20.92,19.14
77.15,20.92,19.18
78.31,20.86,19.18
82.08,20.86,19.2
82.08,20.86,19.2
82.08,20.86,19.2
82.07,20.85,19.22
82.15,20.85,19.25
82.1,20.85,19.25
81.4,20.85,19.25
81.4,20.85,19.27
81.4,20.85,19.27
81.4,20.85,19.27
82.64,21.53,19.3
83.99,21.5,19.32
83.22,21.5,19.33
83.46,21.5,19.36
82.27,21.5,19.39
82.27,21.5,19.39
82.27,21.5,19.39
82.33,21.5,19.4
80.82,21.5,19.4
78.99,21.5,19.4
79.79,20.59,19.4
80.82,20.59,19.4
80.82,20.59,19.4
80.82,20.59,19.4
78.85,20.11,19.43
76.42,20.13,19.43
76.64,20.13,19.44
78.53,20.13,19.45
77.55,20.13,19.46
77.55,20.13,19.46
77.55,20.13,19.46
73.93,20.13,19.47
71.4,20.13,19.47
71.41,18.83,19.47
74.04,18.34,19.51
75.72,18.34,19.51
75.72,18.34,19.51
75.72,18.34,19.51
76.23,19.01,19.52
75.33,19.01,19.55
73.75,19.01,19.58
72.85,19.01,19.58
73.98,19.01,19.67
73.98,19.01,19.67
73.98,19.01,19.67
73.69,19.01,19.73
75.81,19.01,19.75
74.97,19.01,19.8
74.51,19.77,19.81
74.84,19.77,19.81
74.84,19.77,19.81
74.84,19.77,19.81
75.7,19.77,19.84
77.12,19.78,19.9
75.13,19.78,19.94
76.02,19.78,19.97
76.14,19.78,20.11
76.14,19.78,20.11
76.14,19.78,20.11
72.93,19.78,20.46
71.92,19.78,20.76
73.61,19.78,20.81
75.29,19.78,20.93
75.67,19.78,21.26
75.67,19.78,21.26
75.67,19.78,21.26
75.29,19.78,21.62
76.09,21.14,23.25
75.12,21.14,23.12
74.2,22.51,23.42
71.41,22.51,23.64
71.41,22.51,23.64
71.41,22.51,23.64
73.77,22.66,23.64
72.72,22.66,23.57
75.19,22.66,23.67
76.08,22.67,23.63
75.52,22.67,23.61
75.52,22.67,23.61
75.52,22.67,23.61
75.32,24.31,23.58
76.57,24.31,23.58
74.04,24.36,24.91
73.78,24.36,25.24
74.13,24.36,25.94
74.13,24.36,25.94
74.13,24.36,25.94
72.57,24.4,26.02
74.24,24.4,26.05
74.36,24.4,26.04
75.12,24.4,26.01
74.21,24.4,25.95
74.21,24.4,25.95
74.21,24.4,25.95
75.77,24.4,26
76.09,24.4,26.09
75.84,25.27,26.1
77.62,25.37,26.07
77.01,25.37,26.08
77.01,25.37,26.08
77.01,25.8,26.08
78.65,25.8,26.11
79.39,26.87,26.14
80.55,26.87,26.05
79.21,26.93,26.17
78.1,26.93,26.34
78.1,32.93,26.34
78.1,32.93,26.34
79.23,32.94,26.93
79.11,32.94,26.81
79.27,32.94,26.76
80.54,34.49,26.98
82.07,34.49,26.96
82.07,34.49,26.96
82.07,34.49,26.96
82.77,34.49,26.92
82.14,34.49,26.94
83.31,34.49,26.95
83.92,35.92,26.92
84.95,35.92,26.93
84.95,35.92,26.93
84.95,35.92,26.93
84.47,36.99,26.97
82.81,36.99,26.96
84.69,37.03,26.98
85.78,37.08,26.96
84.94,37.08,26.99
84.94,37.08,26.99
84.94,37.08,26.99
85.67,37.08,27.01
86.92,37.1,27.01
85.84,37.1,27.03
86.14,38.9,27.02
85.51,38.9,27.04
85.51,38.9,27.04
85.51,38.9,27.04
84.28,38.9,27.06
83.02,38.9,27.07
83.67,38.97,27.11
84.36,37.45,27.12
84.09,37.45,27.16
84.09,37.45,27.16
84.09,37.45,27.16
83.69,38.44,27.2
82.84,38.5,27.2
82.92,38.5,25.82
83.95,38.5,26.54
83.87,38.5,26.51
83.87,38.5,26.51
83.87,38.5,26.51
84.91,38.5,26.6
85.24,38.5,26.71
86.83,38.5,26.7
88.55,38.5,26.73
89,38.5,26.76
89,38.5,26.76
89,38.5,26.76
